lang,model,features,drop_columns_including,dimensionality_reduction,model_param,mean_train_mse,mean_train_rmse,mean_train_mae,mean_train_r2,mean_train_corr,mean_validation_mse,mean_validation_rmse,mean_validation_mae,mean_validation_r2,mean_validation_corr,mean_p_value
ger,xgboost,book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding']",,,1.0509156494245197e-06,0.0007252615752739815,0.0005341912973625381,0.9979971822753855,0.9995615706022505,0.0006720939793188307,0.025435006367993295,0.01903814599479097,-0.40072550198455775,-0.06097455551268862,0.21321239741178258
ger,xgboost,chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding']",,,0.00027113567512104694,0.015909994264504384,0.011607209399364287,0.4725114137598572,0.7424599606127514,0.0005971544887141071,0.02394194093994325,0.0186436539921861,-0.23526550800869178,-0.19404611505331337,0.09470032906924235
ger,xgboost,book_and_averaged_chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding']",,,3.478072545876596e-05,0.0037419255981697855,0.0028597166465605243,0.9319722598491224,0.9814531580086829,0.0006209804405569241,0.02456264980763315,0.018855529197334155,-0.4417389855570989,0.08100839970288035,0.2313599946554159
ger,xgboost,chunk_and_copied_book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding']",,,2.1304601332732176e-05,0.0027001051562009,0.001721342771897594,0.9573278858268803,0.980465037185378,0.0006163506053897685,0.0242451116738731,0.01846154075937361,-0.20968505830306094,0.06164216607673637,0.12213403742238736
ger,xgboost,book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->']",,,1.4882419126293467e-06,0.0009477061596880866,0.000690072841401076,0.9971096810292606,0.999192860218806,0.0006532015633560352,0.024942430114980714,0.018731058425770185,-0.37288477838138245,-0.0038392876048273517,0.0611140497378231
ger,xgboost,chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->']",,,0.00026128487713024493,0.015366080849735,0.01115577919102426,0.5001415783641796,0.7561853619444016,0.0006008594860071818,0.02368528439866719,0.01843779637971466,-0.24177521488734216,-0.14968460146291404,0.31535563342327966
ger,xgboost,book_and_averaged_chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->']",,,3.0460787219980568e-05,0.003386780441222763,0.0025719002737210955,0.9403001974376121,0.981579608347109,0.0006545487594873967,0.024736681154536432,0.01922034807079357,-0.4922875640269521,0.0422805618791919,0.20744693914681425
ger,xgboost,chunk_and_copied_book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->']",,,1.1408270690722658e-05,0.0014437441395161433,0.0009171567291247805,0.977052826329315,0.9890794141988607,0.0007579611928870578,0.026785600124072308,0.021090524759013303,-0.7678134161695478,-0.1488950953694724,0.12982784510695605
ger,xgboost,book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', 'pos']",,,4.203777647643642e-05,0.004466670670241918,0.003321142917455177,0.9162124895369663,0.9690675759286679,0.0006328080427140203,0.02436629845740037,0.018917516919682305,-0.3298092403029357,0.036318196008517684,0.09630254488086452
ger,xgboost,chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', 'pos']",,,0.00027272774007228444,0.016115792096261638,0.01171830440059513,0.47023633669654297,0.7453147134078695,0.0005799371573996684,0.02380854908908355,0.018126084376106615,-0.19776150429064557,-0.1844244441211482,0.18699131553190035
ger,xgboost,book_and_averaged_chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', 'pos']",,,7.092287217761562e-07,0.0007265180525044249,0.0005231070973382411,0.9985900445588227,0.9997428298897401,0.0006572303090178448,0.025283461486196063,0.019905329605831294,-0.5403823725808383,0.05773100533981111,0.07306236152648844
ger,xgboost,chunk_and_copied_book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', 'pos']",,,5.1134515012699264e-05,0.004942716805327436,0.0033704688998764352,0.9010987138869769,0.9546452489673427,0.0006723739921686569,0.025268498082962977,0.020032880494124477,-0.6504460438479606,0.02930647911563038,0.48188167987455854
ger,xgboost,book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->', 'pos']",,,7.01733407287067e-05,0.006042656191961552,0.00456361142064793,0.8574636863644336,0.9443794830913594,0.0006614502004545152,0.02494288493942027,0.01947985189417251,-0.512039874455233,0.029708223959465714,0.33200451941667075
ger,xgboost,chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->', 'pos']",,,0.00029820131762727756,0.016886050859132105,0.012329316407110259,0.4213632349844847,0.7012456741614507,0.0005824697025705236,0.02401448482662675,0.018130986553170775,-0.20068554588848048,-0.23639071351028917,0.12915953071955896
ger,xgboost,book_and_averaged_chunk,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->', 'pos']",,,4.6460273575656885e-06,0.001326274522107622,0.000979479366574371,0.9909671967561815,0.9974586955530738,0.0006318383819135236,0.024430827436163975,0.018883548776038015,-0.21357493332355992,0.08507976929780148,0.2140105151394757
ger,xgboost,chunk_and_copied_book,"['average_sentence_embedding', '100_most_common_', 'doc2vec_chunk_embedding', '->', 'pos']",,,3.614312721118876e-05,0.004238185319942613,0.002862676309870409,0.9242187134724759,0.9660652906858044,0.0006206718257964761,0.024669985262356822,0.019429317866717845,-0.6505163385774761,0.15242671473631172,0.23295447088343774
